vendor_id,legal_name,pan,gstin,home_state,categories,incorporation_date,paid_up_capital,annual_turnover,size_tier,address_building_id,address_unit_id,address_unit_share_count,address_building_share_count,phone,email,bank_account,has_website,has_employee_records,registry_status,struck_off_date,msme_registered,startup_registered,is_govt_owned,is_spv,activity_code
V-0092,Mandar Roadways LLP,AACPS9468E,24AACPS9468E1Z9,OD,road_resurfacing|solar_streetlight,2006-08-28,286819.83,2354245.19,micro,ADDR-BLD-7797,ADDR-BLD-7797-U21,1,1,9467967451,contact@v0092.example,ACCT-541221,0,1,active,,1,0,0,0,solar_streetlight
V-0093,Oja Projects Private Limited,AABPS4211J,17AABPS4211J1Z0,KA,solar_streetlight,2023-03-25,806259.49,9589820.65,small,ADDR-BLD-4959,ADDR-BLD-4959-U37,1,1,9649744319,contact@v0093.example,ACCT-831884,0,1,active,,1,0,0,0,solar_streetlight
V-0094,Lohit Engineering Ltd,AAFPS6565J,31AAFPS6565J1Z5,OD,ambulance_vehicle|medical_supplies,2022-08-31,8619789.31,62855695.42,mid,ADDR-BLD-6591,ADDR-BLD-6591-U23,1,1,9916689452,contact@v0094.example,ACCT-279858,1,1,active,,0,0,0,0,ambulance_vehicle
V-0095,Harsha Engineering Private Limited,AADPS1899A,31AADPS1899A1Z2,KA,ambulance_vehicle,2005-08-07,387325.84,1601145.85,micro,ADDR-BLD-6781,ADDR-BLD-6781-U14,1,1,9696547580,contact@v0095.example,ACCT-916235,1,1,active,,0,0,0,0,ambulance_vehicle
V-0096,Mandar Contractors Pvt Ltd,AABPS4165J,11AABPS4165J1Z1,KA,road_resurfacing|ambulance_vehicle,2012-01-20,891877.13,12466560.28,small,ADDR-BLD-5641,ADDR-BLD-5641-U36,1,1,9585694030,contact@gmail.example,ACCT-491979,1,1,active,,1,0,0,0,road_resurfacing
V-0097,Hemant Constructions & Co,AAFPS8126F,31AAFPS8126F1Z3,IN,ambulance_vehicle,2019-12-22,227626.66,715069.45,micro,ADDR-BLD-5290,ADDR-BLD-5290-U13,1,1,9975064045,contact@v0097.example,ACCT-417848,0,1,active,,1,0,0,0,ambulance_vehicle
V-0098,Chakra Supplies Pvt Ltd,AACPS4654D,19AACPS4654D1Z6,KL,borewell_drilling|office_furniture,2006-01-20,463682.22,4284705.34,micro,ADDR-BLD-2697,ADDR-BLD-2697-U26,1,1,9454538037,contact@gmail.example,ACCT-154539,1,1,active,,0,0,0,0,borewell_drilling
V-0099,Devi Traders,AAHPS1675C,15AAHPS1675C1Z4,KL,drugs_generic|building_construction|water_pipeline,2021-01-19,130735034.54,1524728562.72,large,ADDR-BLD-4752,ADDR-BLD-4752-U1,1,1,9707699476,contact@v0099.example,ACCT-784505,0,1,active,,0,0,0,0,water_pipeline
V-0100,Shakti Engineering,AABPS4817D,31AABPS4817D1Z1,KA,ambulance_vehicle,2005-11-19,15367840.52,133732686.29,mid,ADDR-BLD-1401,ADDR-BLD-1401-U15,1,1,9523744525,contact@v0100.example,ACCT-311855,1,1,active,,0,0,0,0,ambulance_vehicle
V-0101,Bharat Corporation Pvt Ltd,AAHPS2951H,21AAHPS2951H1Z5,RJ,laptops_it,2021-02-21,1290934.07,17490659.64,small,ADDR-BLD-2126,ADDR-BLD-2126-U13,1,1,9798685169,contact@v0101.example,ACCT-284422,0,1,active,,1,0,0,0,laptops_it
V-0102,Pragati Industries & Co,AADPS4017G,26AADPS4017G1Z2,RJ,office_furniture|water_pipeline|sanitation_services,2005-04-15,1353957.78,17699469.93,small,ADDR-BLD-4725,ADDR-BLD-4725-U20,1,1,9424727935,contact@v0102.example,ACCT-134898,1,1,active,,1,0,0,0,sanitation_services
V-0103,Vidhi Builders LLP,AADPS9941K,18AADPS9941K1Z9,RJ,road_resurfacing,2020-07-27,1022965.57,11425258.85,small,ADDR-BLD-2536,ADDR-BLD-2536-U2,1,1,9947765974,contact@v0103.example,ACCT-991227,0,1,active,,0,0,0,0,road_resurfacing
V-0104,Hansa Builders,AAHPS6127J,20AAHPS6127J1Z1,IN,ambulance_vehicle|drugs_generic,2022-04-03,437566.38,2272748.16,micro,ADDR-BLD-2751,ADDR-BLD-2751-U40,1,1,9788069098,contact@v0104.example,ACCT-573527,1,0,active,,0,0,0,0,ambulance_vehicle
V-0105,Amba Infra Pvt Ltd,AAAPS8392C,12AAAPS8392C1Z4,KL,medical_supplies|borewell_drilling,2012-10-07,350129.03,2009595.58,micro,ADDR-BLD-7270,ADDR-BLD-7270-U27,1,1,9929113984,contact@v0105.example,ACCT-879893,0,1,active,,0,0,0,0,medical_supplies
V-0106,Chakra Traders LLP,AAFPS4458K,35AAFPS4458K1Z2,KA,sanitation_services,2024-03-06,468861.46,1861407.28,micro,ADDR-BLD-9001,ADDR-BLD-9001-U23,2,49,9259546180,contact@gmail.example,ACCT-214813,0,1,active,,0,1,0,0,sanitation_services
V-0107,Kalpa Contractors Pvt Ltd,AACPS5896F,15AACPS5896F1Z2,MH,security_services,2019-06-03,1828799.42,21059729.28,small,ADDR-BLD-8250,ADDR-BLD-8250-U12,1,1,9519589479,contact@gmail.example,ACCT-672321,0,1,active,,1,0,0,0,security_services
V-0108,Harsha Agencies LLP,AAAPS6872J,29AAAPS6872J1Z0,IN,sanitation_services,2008-03-19,14868407.59,191592742.93,mid,ADDR-BLD-1550,ADDR-BLD-1550-U37,1,1,9977123945,contact@gmail.example,ACCT-468449,1,1,active,,0,0,0,0,sanitation_services
V-0109,Nandi Contractors,AAHPS5568F,23AAHPS5568F1Z1,OD,road_resurfacing|building_construction|office_furniture,2008-12-19,213549.47,2022209.78,micro,ADDR-BLD-7572,ADDR-BLD-7572-U38,1,1,9985427303,contact@v0109.example,ACCT-256207,0,1,active,,1,0,0,0,building_construction
V-0110,Lohit Corporation Ltd,AAAPS2855G,18AAAPS2855G1Z9,KL,office_furniture|medical_supplies|borewell_drilling,2022-11-20,640860.39,8279059.43,small,ADDR-BLD-6867,ADDR-BLD-6867-U14,1,1,9492680740,contact@gmail.example,ACCT-233268,1,1,active,,1,1,0,0,office_furniture
V-0111,Mandar Constructions Private Limited,AACPS6020J,11AACPS6020J1Z6,MH,water_pipeline|sanitation_services,2006-02-09,7180132.62,81147382.42,mid,ADDR-BLD-5876,ADDR-BLD-5876-U35,1,1,9575703691,contact@gmail.example,ACCT-449140,1,1,active,,0,0,0,0,sanitation_services
V-0112,Hansa Engineering Private Limited,AAEPS6234B,20AAEPS6234B1Z8,KA,ambulance_vehicle|water_pipeline|security_services,2017-11-14,383850.05,2842197.05,micro,ADDR-BLD-3185,ADDR-BLD-3185-U2,1,1,9309858644,contact@gmail.example,ACCT-569013,0,0,active,,0,0,0,0,security_services
V-0113,Yamuna Enterprises Pvt Ltd,AAAPS1987A,23AAAPS1987A1Z4,OD,borewell_drilling,2022-06-08,16506247.49,120667392.49,mid,ADDR-BLD-3009,ADDR-BLD-3009-U35,1,1,9835058940,contact@v0113.example,ACCT-733932,1,1,active,,0,1,0,0,borewell_drilling
V-0114,Shakti Agencies Ltd,AAAPS3127E,26AAAPS3127E1Z3,RJ,office_furniture|solar_streetlight|sanitation_services,2011-04-27,319819.25,2833471.83,micro,ADDR-BLD-3856,ADDR-BLD-3856-U17,1,1,9222184532,contact@gmail.example,ACCT-430242,0,1,active,,1,0,0,0,sanitation_services
V-0115,Bhoomi Associates,AAFPS8456D,31AAFPS8456D1Z1,KL,drugs_generic,2019-08-18,18909244.14,58367749.96,mid,ADDR-BLD-7258,ADDR-BLD-7258-U9,1,1,9921705878,contact@v0115.example,ACCT-864882,1,1,active,,0,0,0,0,drugs_generic
V-0116,Devi Supplies & Co,AADPS5502K,10AADPS5502K1Z6,MH,biomedical_service|security_services,2015-05-07,472560.1,3580116.25,micro,ADDR-BLD-3801,ADDR-BLD-3801-U30,1,1,9885400852,contact@v0116.example,ACCT-730436,0,1,active,,0,0,0,0,biomedical_service
V-0117,Meru Services Private Limited,AACPS3108B,35AACPS3108B1Z0,OD,building_construction,2010-10-06,448008.22,4290227.43,micro,ADDR-BLD-5508,ADDR-BLD-5508-U22,1,1,9756092804,contact@v0117.example,ACCT-974341,0,0,active,,1,0,0,0,building_construction
V-0118,Falgun Engineering,AAEPS8262H,34AAEPS8262H1Z4,KA,water_pipeline|solar_streetlight,2012-01-21,18837774.71,215431915.11,mid,ADDR-BLD-6984,ADDR-BLD-6984-U26,1,1,9437340899,contact@gmail.example,ACCT-941938,0,1,active,,0,0,0,0,solar_streetlight
V-0119,Oja Industries Private Limited,AAHPS8251H,14AAHPS8251H1Z5,RJ,road_resurfacing|borewell_drilling|laptops_it,2024-04-18,11784837.69,53469447.78,mid,ADDR-BLD-5002,ADDR-BLD-5002-U24,1,1,9457153800,contact@gmail.example,ACCT-547989,1,0,active,,0,1,0,0,borewell_drilling
V-0120,Oja Builders Pvt Ltd,AACPS4999F,20AACPS4999F1Z3,OD,office_furniture|borewell_drilling|biomedical_service,2011-02-18,231792.12,1274617.8,micro,ADDR-BLD-4997,ADDR-BLD-4997-U32,1,1,9949172539,contact@v0120.example,ACCT-588866,0,1,active,,0,0,0,0,borewell_drilling
V-0121,Charan Systems & Co,AAGPS5520A,24AAGPS5520A1Z0,MH,office_furniture,2008-03-15,373467.86,1673046.58,micro,ADDR-BLD-4458,ADDR-BLD-4458-U9,1,1,9965051103,contact@v0121.example,ACCT-274757,0,0,active,,0,0,0,0,office_furniture
V-0122,Harsha Works Pvt Ltd,AAEPS1799F,30AAEPS1799F1Z8,KL,laptops_it|office_furniture,2009-06-20,1332009.67,12232524.62,small,ADDR-BLD-8652,ADDR-BLD-8652-U28,1,1,9589036603,contact@gmail.example,ACCT-148954,0,1,active,,1,0,0,0,laptops_it
V-0123,Oja Agencies,AAFPS8708D,28AAFPS8708D1Z8,KA,building_construction|solar_streetlight|school_uniforms,2012-02-03,1587641.25,15068133.64,small,ADDR-BLD-8764,ADDR-BLD-8764-U8,1,1,9794202985,contact@v0123.example,ACCT-212199,0,0,active,,1,0,0,0,school_uniforms
V-0124,Ishan Engineering LLP,AAFPS8221E,10AAFPS8221E1Z0,KA,ambulance_vehicle|biomedical_service|water_pipeline,2011-04-24,747671.73,9453243.76,small,ADDR-BLD-7540,ADDR-BLD-7540-U15,1,1,9701871906,contact@v0124.example,ACCT-520855,0,1,active,,1,0,0,0,water_pipeline
V-0125,Anant Ventures,AACPS1561C,17AACPS1561C1Z8,KL,ambulance_vehicle|water_pipeline,2021-10-06,2511517.32,12085227.3,mid,ADDR-BLD-8240,ADDR-BLD-8240-U15,1,1,9449327448,contact@v0125.example,ACCT-INTERMED-77001,1,1,active,,0,0,0,0,ambulance_vehicle
V-0126,Mandar Services,AAGPS7445H,23AAGPS7445H1Z0,RJ,building_construction|school_uniforms|security_services,2010-11-28,218393.4,2448554.29,micro,ADDR-BLD-8355,ADDR-BLD-8355-U13,1,1,9980000772,contact@v0126.example,ACCT-215354,0,1,active,,1,0,0,0,school_uniforms
V-0127,Kalpa Infra,AAFPS7277G,34AAFPS7277G1Z6,RJ,office_furniture,2020-05-14,263768.88,2547911.72,micro,ADDR-BLD-5670,ADDR-BLD-5670-U34,1,1,9192329511,contact@v0127.example,ACCT-394585,0,1,active,,1,0,0,0,office_furniture
V-0128,Jyoti Enterprises LLP,AAFPS3030J,11AAFPS3030J1Z6,IN,sanitation_services|security_services|laptops_it,2017-04-07,1045265.49,8465463.18,small,ADDR-BLD-6021,ADDR-BLD-6021-U19,1,2,9727943579,contact@gmail.example,ACCT-806693,1,0,active,,1,0,0,0,sanitation_services
V-0129,Harsha Traders Private Limited,AACPS7964G,37AACPS7964G1Z0,KA,ambulance_vehicle,2015-07-23,2017975.38,9947032.94,small,ADDR-BLD-4433,ADDR-BLD-4433-U6,1,1,9120052273,contact@v0129.example,ACCT-936921,0,1,active,,1,0,0,0,ambulance_vehicle
V-0130,Vayu Engineering Private Limited,AADPS2329C,34AADPS2329C1Z9,RJ,solar_streetlight,2019-06-04,1058799.56,8198341.21,small,ADDR-BLD-8811,ADDR-BLD-8811-U27,1,1,9959337848,contact@gmail.example,ACCT-792384,0,1,active,,0,0,0,0,solar_streetlight
V-0131,Nirmal Technologies Pvt Ltd,AAHPS7781C,19AAHPS7781C1Z6,KA,road_resurfacing,2013-03-01,15298588.91,68090691.54,mid,ADDR-BLD-4073,ADDR-BLD-4073-U29,1,1,9974080060,contact@gmail.example,ACCT-855470,1,1,active,,0,0,0,0,road_resurfacing
V-0132,Lakshmi Projects Pvt Ltd,AAAPS8075J,12AAAPS8075J1Z9,RJ,road_resurfacing,2022-10-29,229277815.72,2202317524.74,large,ADDR-BLD-7175,ADDR-BLD-7175-U19,1,1,9736193284,contact@v0132.example,ACCT-992157,1,1,active,,0,1,0,0,road_resurfacing
V-0133,Anant Projects & Co,AAHPS4113B,12AAHPS4113B1Z0,MH,borewell_drilling|school_uniforms,2013-07-14,197008.58,1683295.88,micro,ADDR-BLD-3812,ADDR-BLD-3812-U32,1,1,9194905775,contact@v0133.example,ACCT-156516,0,1,active,,0,0,0,0,school_uniforms
V-0134,Kalpa Builders Pvt Ltd,AACPS4956K,30AACPS4956K1Z1,RJ,sanitation_services,2010-01-28,887983.99,4459621.14,small,ADDR-BLD-1761,ADDR-BLD-1761-U37,1,1,9917328868,contact@v0134.example,ACCT-712864,0,1,active,,0,0,0,0,sanitation_services
V-0135,Arka Associates LLP,AAFPS6461K,19AAFPS6461K1Z0,IN,ambulance_vehicle|drugs_generic,2005-11-28,12883981.54,90282087.25,mid,ADDR-BLD-8724,ADDR-BLD-8724-U16,1,1,9919035355,contact@v0135.example,ACCT-974833,1,1,active,,0,0,0,0,ambulance_vehicle
V-0136,Eshan Contractors,AAFPS1336D,37AAFPS1336D1Z6,KL,water_pipeline,2012-12-08,2411460.17,19498514.84,small,ADDR-BLD-6717,ADDR-BLD-6717-U26,1,1,9330911005,contact@v0136.example,ACCT-268520,1,1,active,,0,0,0,0,water_pipeline
V-0137,Pragati Projects,AAAPS7498F,23AAAPS7498F1Z9,KA,medical_supplies|biomedical_service|office_furniture,2009-10-25,1012225.16,3059203.78,small,ADDR-BLD-3790,ADDR-BLD-3790-U31,1,1,9127382132,contact@v0137.example,ACCT-463592,0,1,active,,1,0,0,0,medical_supplies
V-0138,Anant Traders LLP,AADPS7410E,27AADPS7410E1Z2,KL,building_construction|office_furniture|ambulance_vehicle,2009-02-18,28646499.15,292290294.69,large,ADDR-BLD-7017,ADDR-BLD-7017-U16,3,3,9884271511,contact@v0138.example,ACCT-861953,1,0,active,,0,0,0,0,ambulance_vehicle
V-0139,Ujjwal Engineering Ltd,AACPS1665J,11AACPS1665J1Z1,MH,laptops_it,2015-04-02,1962294.29,20304406.4,small,ADDR-BLD-1651,ADDR-BLD-1651-U19,1,1,9104047745,contact@v0139.example,ACCT-980041,0,0,active,,0,0,0,0,laptops_it
V-0140,Meru Ventures Pvt Ltd,AADPS8170F,14AADPS8170F1Z4,KA,security_services|drugs_generic|road_resurfacing,2007-08-15,2443522.83,28433623.43,small,ADDR-BLD-3044,ADDR-BLD-3044-U26,1,1,9999597098,contact@gmail.example,ACCT-535825,0,1,active,,1,0,0,0,security_services
V-0141,Deep Services Pvt Ltd,AADPS8076B,18AADPS8076B1Z6,KA,biomedical_service,2005-06-03,137028.85,1905410.96,micro,ADDR-BLD-3290,ADDR-BLD-3290-U32,1,1,9793067100,contact@gmail.example,ACCT-800341,0,0,active,,0,0,0,0,biomedical_service
V-0142,Dhruva Builders,AACPS3772B,36AACPS3772B1Z6,MH,laptops_it,2005-09-03,59138031.12,352641410.39,large,ADDR-BLD-7194,ADDR-BLD-7194-U17,1,1,9718156892,contact@gmail.example,ACCT-846518,1,1,active,,0,0,0,0,laptops_it
V-0143,Yuvan Industries Private Limited,AABPS1627B,25AABPS1627B1Z4,MH,biomedical_service,2006-12-12,309766.84,3637063.03,micro,ADDR-BLD-5563,ADDR-BLD-5563-U9,1,1,9233255399,contact@gmail.example,ACCT-212707,0,0,active,,1,0,0,0,biomedical_service
V-0144,Lakshmi Corporation Ltd,AACPS2565J,25AACPS2565J1Z2,MH,water_pipeline|sanitation_services|school_uniforms,2008-08-27,2353778.11,13558488.24,small,ADDR-BLD-4255,ADDR-BLD-4255-U20,1,1,9516193448,contact@gmail.example,ACCT-171374,0,1,active,,0,0,0,0,school_uniforms
V-0145,Rudra Supplies LLP,AAFPS8622B,22AAFPS8622B1Z1,KL,water_pipeline|security_services|school_uniforms,2022-03-06,575419.62,5111714.16,small,ADDR-BLD-8278,ADDR-BLD-8278-U18,1,1,9522960769,contact@v0145.example,ACCT-261689,1,1,active,,0,1,0,0,security_services
V-0146,Falgun Supplies Pvt Ltd,AAEPS7714B,23AAEPS7714B1Z6,OD,building_construction,2020-12-04,1494760.78,5523526.08,small,ADDR-BLD-5941,ADDR-BLD-5941-U36,1,1,9278657243,contact@v0146.example,ACCT-811239,0,1,active,,0,0,0,0,building_construction
V-0147,Amba Supplies LLP,AAHPS9732J,29AAHPS9732J1Z5,IN,laptops_it,2015-10-05,487196.41,2492691.87,micro,ADDR-BLD-5502,ADDR-BLD-5502-U40,1,1,9723585573,contact@v0147.example,ACCT-603762,0,1,active,,1,0,0,0,laptops_it
V-0148,Lakshmi Supplies & Co,AAEPS8476F,13AAEPS8476F1Z0,KA,school_uniforms,2012-06-13,670190.6,4691537.36,small,ADDR-BLD-9001,ADDR-BLD-9001-U28,1,49,9203917856,contact@gmail.example,ACCT-422773,0,1,active,,1,0,0,0,school_uniforms
V-0149,Mandar Roadways Pvt Ltd,AAGPS8090H,34AAGPS8090H1Z3,MH,road_resurfacing|office_furniture|ambulance_vehicle,2012-08-10,403793.22,1441916.71,micro,ADDR-BLD-6588,ADDR-BLD-6588-U12,1,1,9802510242,contact@v0149.example,ACCT-885237,0,0,active,,1,0,0,0,office_furniture
V-0150,Pragati Industries Ltd,AAEPS9478E,25AAEPS9478E1Z1,OD,biomedical_service,2006-09-09,1803885.61,20372972.18,small,ADDR-BLD-7422,ADDR-BLD-7422-U24,1,1,9992548257,contact@gmail.example,ACCT-324990,0,1,active,,1,0,0,0,biomedical_service
V-0151,Oja Works Ltd,AACPS1449F,13AACPS1449F1Z0,IN,solar_streetlight,2011-12-19,1607893.39,20074885.6,small,ADDR-BLD-4984,ADDR-BLD-4984-U30,1,1,9110442289,contact@gmail.example,ACCT-405796,0,0,active,,1,0,0,0,solar_streetlight
V-0152,Parth Systems Ltd,AAGPS1343D,18AAGPS1343D1Z5,OD,borewell_drilling,2022-02-12,389091.8,1516908.06,micro,ADDR-BLD-1938,ADDR-BLD-1938-U34,1,1,9699721735,contact@gmail.example,ACCT-942527,0,1,active,,0,0,0,0,borewell_drilling
V-0153,Arka Engineering,AAEPS5841J,26AAEPS5841J1Z2,KA,road_resurfacing|school_uniforms|laptops_it,2015-02-05,235823.61,1028440.97,micro,ADDR-BLD-9001,ADDR-BLD-9001-U29,1,49,9444207691,contact@gmail.example,ACCT-152637,1,1,active,,1,0,0,0,road_resurfacing
V-0154,Garuda Enterprises Private Limited,AAGPS2802F,22AAGPS2802F1Z5,OD,solar_streetlight,2006-12-08,2385114.72,16061504.86,small,ADDR-BLD-3613,ADDR-BLD-3613-U33,1,1,9137094526,contact@v0154.example,ACCT-854561,0,1,active,,1,0,0,0,solar_streetlight
V-0155,Dhruva Technologies Ltd,AACPS3298J,15AACPS3298J1Z4,KA,building_construction|solar_streetlight|road_resurfacing,2022-08-09,13348001.3,78217288.76,mid,ADDR-BLD-4444,ADDR-BLD-4444-U21,1,1,9671991266,contact@v0155.example,ACCT-267156,1,1,active,,0,0,0,0,building_construction
V-0156,Dhruva Solutions & Co,AACPS3501C,16AACPS3501C1Z7,MH,biomedical_service|road_resurfacing|laptops_it,2024-03-29,213864834.86,2081036054.34,large,ADDR-BLD-1341,ADDR-BLD-1341-U36,1,1,9675742716,contact@v0156.example,ACCT-500412,1,1,active,,0,0,0,0,biomedical_service
V-0157,Shakti Associates Ltd,AAGPS4609C,15AAGPS4609C1Z1,OD,road_resurfacing|ambulance_vehicle|security_services,2009-11-10,1597268.54,9678179.15,small,ADDR-BLD-1751,ADDR-BLD-1751-U30,1,1,9305725673,contact@gmail.example,ACCT-130134,0,1,active,,1,0,0,0,security_services
V-0158,Shakti Works Private Limited,AAHPS4938K,18AAHPS4938K1Z9,OD,office_furniture,2012-12-22,329812.01,1917554.84,micro,ADDR-BLD-3494,ADDR-BLD-3494-U21,1,2,9645099925,contact@v0158.example,ACCT-INTERMED-77001,0,1,active,,0,0,0,0,office_furniture
V-0159,Harsha Supplies,AAFPS7304A,34AAFPS7304A1Z8,OD,school_uniforms|laptops_it,2012-09-17,4805742.62,43193298.56,mid,ADDR-BLD-6421,ADDR-BLD-6421-U26,1,1,9957011593,contact@v0159.example,ACCT-394018,1,1,active,,0,0,0,0,school_uniforms
V-0160,Garuda Builders Ltd,AABPS3833K,13AABPS3833K1Z5,RJ,biomedical_service|laptops_it,2011-11-10,2423885.76,23232852.61,small,ADDR-BLD-3223,ADDR-BLD-3223-U37,1,1,9539535415,contact@gmail.example,ACCT-942077,0,1,active,,1,0,0,0,biomedical_service
V-0161,Anant Enterprises & Co,AAHPS9859F,22AAHPS9859F1Z7,RJ,borewell_drilling,2013-05-12,15664316.37,205147857.36,mid,ADDR-BLD-5716,ADDR-BLD-5716-U14,1,1,9166650208,contact@v0161.example,ACCT-801266,0,1,active,,0,0,0,0,borewell_drilling
V-0162,Sagar Technologies Private Limited,AADPS4512D,36AADPS4512D1Z6,KA,drugs_generic,2010-01-28,291995.12,2464607.23,micro,ADDR-BLD-6052,ADDR-BLD-6052-U9,1,1,9508927036,contact@v0162.example,ACCT-985093,0,0,active,,1,0,0,0,drugs_generic
V-0163,Ishan Solutions Ltd,AAGPS6691G,18AAGPS6691G1Z8,OD,security_services,2009-07-11,2215382.01,16386093.17,small,ADDR-BLD-6778,ADDR-BLD-6778-U24,1,1,9538868939,contact@gmail.example,ACCT-863999,1,1,active,,1,0,0,0,security_services
V-0164,Ujjwal Roadways,AAFPS5813J,11AAFPS5813J1Z7,KL,security_services,2010-05-26,108326.12,1301394.16,micro,ADDR-BLD-6633,ADDR-BLD-6633-U32,1,1,9947408465,contact@v0164.example,ACCT-458212,0,1,active,,1,0,0,0,security_services
V-0165,Omkar Corporation LLP,AAEPS8364E,28AAEPS8364E1Z2,RJ,road_resurfacing,2007-09-02,10500219.38,92866262.24,mid,ADDR-BLD-5404,ADDR-BLD-5404-U23,1,1,9453379091,contact@v0165.example,ACCT-373838,1,0,active,,0,0,0,0,road_resurfacing
V-0166,Parth Agencies & Co,AADPS1458E,20AADPS1458E1Z0,MH,biomedical_service,2005-11-30,156169454.53,594252929.43,large,ADDR-BLD-5217,ADDR-BLD-5217-U10,1,1,9433857935,contact@v0166.example,ACCT-347112,1,1,active,,0,0,0,0,biomedical_service
V-0167,Yuvan Services,AABPS2809A,18AABPS2809A1Z0,RJ,school_uniforms,2011-04-01,998190.53,10274285.28,small,ADDR-BLD-6390,ADDR-BLD-6390-U11,1,2,9225944854,contact@gmail.example,ACCT-627860,0,1,active,,0,0,0,0,school_uniforms
V-0168,Zenith Builders,AAGPS9257J,25AAGPS9257J1Z6,OD,water_pipeline|laptops_it|security_services,2015-01-09,113926.65,878816.33,micro,ADDR-BLD-2201,ADDR-BLD-2201-U13,1,1,9972216574,contact@v0168.example,ACCT-506258,0,0,active,,1,0,0,0,water_pipeline
V-0169,Nirmal Services LLP,AAAPS6604A,20AAAPS6604A1Z1,KA,borewell_drilling,2009-07-09,15626855.29,159214133.85,mid,ADDR-BLD-6103,ADDR-BLD-6103-U8,1,1,9625557138,contact@v0169.example,ACCT-304843,1,1,active,,0,0,0,0,borewell_drilling
V-0170,Kaveri Solutions & Co,AAFPS9886K,10AAFPS9886K1Z0,MH,drugs_generic|sanitation_services,2006-08-22,17231388.28,58939632.32,mid,ADDR-BLD-7078,ADDR-BLD-7078-U17,1,1,9911191863,contact@gmail.example,ACCT-493030,1,1,active,,0,0,0,0,sanitation_services
V-0171,Nandi Roadways & Co,AAEPS9099J,32AAEPS9099J1Z2,KL,office_furniture,2014-09-06,19381880.51,251661272.74,mid,ADDR-BLD-8157,ADDR-BLD-8157-U12,1,1,9242436434,contact@gmail.example,ACCT-246831,1,1,active,,0,0,0,0,office_furniture
V-0172,Mandar Engineering & Co,AAFPS5833F,37AAFPS5833F1Z8,KL,medical_supplies|ambulance_vehicle|solar_streetlight,2021-01-09,307325.6,4103385.15,micro,ADDR-BLD-4199,ADDR-BLD-4199-U12,1,1,9543875969,contact@v0172.example,ACCT-199150,0,0,active,,0,0,0,0,ambulance_vehicle
V-0173,Rudra Projects LLP,AAEPS5598B,28AAEPS5598B1Z3,OD,laptops_it,2015-10-14,17215686.05,154175785.18,mid,ADDR-BLD-6142,ADDR-BLD-6142-U32,1,1,9842894430,contact@v0173.example,ACCT-347537,1,1,active,,0,0,0,0,laptops_it
V-0174,Falgun Agencies & Co,AAAPS4770A,16AAAPS4770A1Z3,RJ,sanitation_services|biomedical_service|solar_streetlight,2019-01-31,192496.35,1661981.79,micro,ADDR-BLD-2277,ADDR-BLD-2277-U3,1,1,9601315939,contact@gmail.example,ACCT-462373,0,1,active,,1,0,0,0,sanitation_services
V-0175,Rudra Systems LLP,AABPS5690K,18AABPS5690K1Z3,KA,building_construction,2016-05-03,182404.78,681772.73,micro,ADDR-BLD-8110,ADDR-BLD-8110-U32,1,1,9899899404,contact@gmail.example,ACCT-826122,1,1,active,,1,0,0,0,building_construction
V-0176,Utkal Roadways Pvt Ltd,AADPS7566K,24AADPS7566K1Z8,KA,road_resurfacing,2019-07-03,465088.19,1836288.59,micro,ADDR-BLD-8781,ADDR-BLD-8781-U29,1,1,9174288090,contact@gmail.example,ACCT-282858,0,0,active,,1,0,0,0,road_resurfacing
V-0177,Oja Works Private Limited,AAEPS3023H,22AAEPS3023H1Z7,RJ,water_pipeline,2008-01-12,10655435.04,148440512.69,mid,ADDR-BLD-8396,ADDR-BLD-8396-U16,1,1,9658467346,contact@gmail.example,ACCT-426416,1,1,active,,0,0,0,0,water_pipeline
V-0178,Amba Projects Ltd,AAFPS4838K,18AAFPS4838K1Z6,KA,water_pipeline,2020-11-05,209039.58,2089435.15,micro,ADDR-BLD-6302,ADDR-BLD-6302-U11,1,1,9468033298,contact@v0178.example,ACCT-539423,1,0,active,,1,0,0,0,water_pipeline
V-0179,Bindu Corporation & Co,AAHPS2905J,25AAHPS2905J1Z5,KL,security_services,2006-04-05,2147510.06,9204915.04,small,ADDR-BLD-2783,ADDR-BLD-2783-U29,1,1,9108907637,contact@v0179.example,ACCT-990198,1,1,active,,1,0,0,0,security_services
V-0180,Dhruva Infra Private Limited,AAEPS9577B,31AAEPS9577B1Z3,OD,borewell_drilling|ambulance_vehicle|sanitation_services,2006-02-27,1047502.73,8404136.24,small,ADDR-BLD-8380,ADDR-BLD-8380-U29,1,1,9008811220,filings@sahaytaconsultants.example,ACCT-803102,1,1,active,,1,0,0,0,sanitation_services
V-0181,Devi Technologies LLP,AABPS1741K,28AABPS1741K1Z6,KA,office_furniture|borewell_drilling|medical_supplies,2020-11-08,4266566.28,49785203.99,mid,ADDR-BLD-7834,ADDR-BLD-7834-U13,1,1,9129341209,contact@v0181.example,ACCT-929540,1,1,active,,0,0,0,0,borewell_drilling
V-0182,Ujjwal Roadways & Co,AADPS1060F,21AADPS1060F1Z3,KA,road_resurfacing|water_pipeline,2018-03-19,1759730.47,12898301.98,small,ADDR-BLD-1071,ADDR-BLD-1071-U11,1,1,9956826376,contact@v0182.example,ACCT-INTERMED-77001,1,1,active,,1,0,0,0,road_resurfacing
